material_id,batch_id,estimated_weight_kg,species,material_form,former_use,known_treatment_status,surface_condition,record_completeness,requires_inspection,special_handling_flag,initial_recovery_grade,recovery_grade,current_route,resolution_status,output_date
M01121,B032,386.1,Mountain Ash,Board,Formwork board,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01122,B032,2777.7,Oregon,Beam,Roof beam,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01123,B032,253.5,Messmate,Flooring,Flooring strip,Known Treatment Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01124,B032,1714.1,Cypress Pine,Structural Member,Truss member,No Treatment Recorded,Good,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01125,B032,946.8,Blackbutt,Post,Fence post,Known Treatment Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01126,B032,105.2,Oregon,Flooring,Decking board,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01127,B032,2713.0,Cypress Pine,Beam,Racking beam,Surface Coating Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01128,B032,230.3,Ironbark,Flooring,Decking board,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01129,B032,50.3,Ironbark,Flooring,Decking board,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01130,B032,2787.5,Ironbark,Beam,Racking beam,Known Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01131,B032,83.9,Radiata Pine,Cladding,Fascia board,Known Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01132,B032,639.0,Mountain Ash,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Severely Degraded,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01133,B033,1667.8,Sydney Blue Gum,Post,Structural post,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01134,B033,400.8,Radiata Pine,Board,Fence palings,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01135,B033,188.1,Cypress Pine,Board,Formwork board,Unknown,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01136,B033,256.0,Radiata Pine,Board,Fence palings,Conflicting Record,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01137,B033,267.5,Unknown / Mixed,Other,Joinery offcut,Surface Coating Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01138,B033,3181.7,Cypress Pine,Beam,Racking beam,Adhesive / Composite Concern,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01139,B033,372.5,Blackbutt,Board,Sawn board,Conflicting Record,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01140,B033,132.8,Cypress Pine,Board,Dunnage,Conflicting Record,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01141,B033,2779.9,Unknown / Mixed,Beam,Roof beam,Adhesive / Composite Concern,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01142,B033,423.5,Unknown / Mixed,Board,Dunnage,Unknown,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01143,B033,2115.1,Spotted Gum,Structural Member,Purlin,Surface Coating Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01144,B033,614.3,Cypress Pine,Other,Joinery offcut,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,Unresolved,
M01145,B034,851.6,Unknown / Mixed,Structural Member,Wall stud,No Treatment Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01146,B034,561.5,Blackbutt,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Severely Degraded,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01147,B034,1734.7,Cypress Pine,Structural Member,Truss member,Unknown,Good,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01148,B034,325.7,Unknown / Mixed,Board,Dunnage,No Treatment Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01149,B034,1918.2,Ironbark,Beam,Racking beam,Unknown,Poor,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01150,B034,398.0,Unknown / Mixed,Other,Joinery offcut,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01151,B034,2380.3,Spotted Gum,Structural Member,Purlin,Known Treatment Recorded,Good,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01152,B034,1867.4,Mountain Ash,Beam,Racking beam,Known Treatment Recorded,Severely Degraded,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01153,B034,135.7,Mixed Hardwood,Board,Formwork board,No Treatment Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01154,B034,2359.4,Blackbutt,Structural Member,Wall stud,Known Treatment Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01155,B034,203.4,Mountain Ash,Flooring,Flooring strip,Unknown,Poor,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01156,B034,851.0,Cypress Pine,Structural Member,Wall stud,Known Treatment Recorded,Poor,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01157,B034,712.2,Ironbark,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01158,B034,284.9,Messmate,Other,Shelving,Known Treatment Recorded,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01159,B034,1019.8,Messmate,Mixed Salvage,Mixed salvage lot,Adhesive / Composite Concern,Poor,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01160,B034,396.2,Spotted Gum,Board,Fence palings,Unknown,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01161,B034,1361.8,Spotted Gum,Post,Fence post,Surface Coating Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01162,B034,222.8,Mountain Ash,Board,Sawn board,Adhesive / Composite Concern,Fair,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01163,B034,912.6,Oregon,Post,Fence post,Surface Coating Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01164,B034,1029.7,Cypress Pine,Structural Member,Wall stud,Conflicting Record,Severely Degraded,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01165,B034,2281.7,Spotted Gum,Beam,Floor joist,Known Treatment Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01166,B034,2492.4,Radiata Pine,Beam,Portal frame member,Known Treatment Recorded,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01167,B034,2863.2,Oregon,Beam,Floor joist,No Treatment Recorded,Good,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01168,B034,1984.2,Radiata Pine,Structural Member,Purlin,Unknown,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01169,B034,320.1,Unknown / Mixed,Board,Sawn board,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01170,B034,849.1,Oregon,Structural Member,Truss member,No Treatment Recorded,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01171,B034,657.2,Messmate,Post,Structural post,Adhesive / Composite Concern,Fair,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01172,B034,210.4,Cypress Pine,Cladding,Cladding panel,No Treatment Recorded,Severely Degraded,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01173,B034,786.2,Spotted Gum,Mixed Salvage,Assorted recovered timber,Adhesive / Composite Concern,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01174,B034,1571.1,Radiata Pine,Beam,Floor joist,No Treatment Recorded,Severely Degraded,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01175,B034,632.4,Oregon,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01176,B034,176.8,Sydney Blue Gum,Other,Joinery offcut,No Treatment Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01177,B034,877.6,Unknown / Mixed,Structural Member,Wall stud,Surface Coating Recorded,Good,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01178,B034,747.5,Sydney Blue Gum,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01179,B034,1270.9,Mixed Hardwood,Structural Member,Truss member,Surface Coating Recorded,Severely Degraded,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01180,B034,222.6,Radiata Pine,Board,Sawn board,No Treatment Recorded,Severely Degraded,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01181,B034,730.2,Unknown / Mixed,Mixed Salvage,Mixed salvage lot,Adhesive / Composite Concern,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01182,B034,618.0,Blackbutt,Mixed Salvage,Assorted recovered timber,Surface Coating Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01183,B034,151.1,Cypress Pine,Board,Sawn board,Surface Coating Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01184,B034,201.0,Sydney Blue Gum,Board,Fence palings,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01185,B034,3399.4,Mountain Ash,Beam,Roof beam,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01186,B034,316.0,Oregon,Board,Fence palings,Conflicting Record,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01187,B034,228.9,Radiata Pine,Board,Fence palings,Known Treatment Recorded,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01188,B034,3416.7,Unknown / Mixed,Beam,Floor joist,Conflicting Record,Poor,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01189,B034,63.6,Unknown / Mixed,Flooring,Flooring strip,No Treatment Recorded,Poor,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01190,B034,140.6,Unknown / Mixed,Flooring,Decking board,No Treatment Recorded,Severely Degraded,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01191,B034,840.4,Radiata Pine,Structural Member,Truss member,Known Treatment Recorded,Good,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01192,B034,1881.3,Unknown / Mixed,Structural Member,Wall stud,Unknown,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01193,B034,1504.1,Radiata Pine,Post,Verandah post,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01194,B034,99.3,Messmate,Board,Formwork board,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01195,B034,290.4,Unknown / Mixed,Board,Dunnage,Surface Coating Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01196,B034,117.1,Oregon,Board,Formwork board,No Treatment Recorded,Fair,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01197,B034,751.1,Mixed Hardwood,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01198,B034,3552.4,Unknown / Mixed,Beam,Portal frame member,Adhesive / Composite Concern,Poor,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01199,B034,1490.2,Messmate,Structural Member,Purlin,Unknown,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01200,B034,196.2,Mountain Ash,Board,Fence palings,Adhesive / Composite Concern,Severely Degraded,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01201,B034,384.6,Spotted Gum,Mixed Salvage,Mixed salvage lot,No Treatment Recorded,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01202,B034,306.7,Cypress Pine,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01203,B034,2066.6,Cypress Pine,Beam,Racking beam,No Treatment Recorded,Good,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01204,B034,1098.6,Mountain Ash,Structural Member,Roof rafter,Known Treatment Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01205,B034,289.7,Cypress Pine,Board,Sawn board,No Treatment Recorded,Good,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01206,B034,174.2,Messmate,Cladding,Cladding panel,Surface Coating Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01207,B034,882.7,Blackbutt,Mixed Salvage,Mixed salvage lot,Surface Coating Recorded,Good,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01208,B034,1747.8,Ironbark,Beam,Floor joist,Surface Coating Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01209,B034,1975.2,Sydney Blue Gum,Structural Member,Purlin,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01210,B034,174.1,Mixed Hardwood,Cladding,Fascia board,Conflicting Record,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01211,B034,862.3,Messmate,Post,Structural post,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01212,B034,68.0,Cypress Pine,Cladding,Fascia board,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01213,B034,581.0,Oregon,Mixed Salvage,Mixed salvage lot,No Treatment Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01214,B034,411.7,Cypress Pine,Board,Sawn board,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01215,B034,2461.8,Blackbutt,Beam,Racking beam,Adhesive / Composite Concern,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01216,B034,309.8,Unknown / Mixed,Other,Shelving,Surface Coating Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01217,B034,2113.8,Unknown / Mixed,Structural Member,Purlin,Unknown,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01218,B034,899.4,Messmate,Post,Fence post,Adhesive / Composite Concern,Severely Degraded,Complete,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01219,B034,733.7,Mountain Ash,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,In Progress,
M01220,B035,811.4,Sydney Blue Gum,Board,Fence palings,Known Treatment Recorded,Severely Degraded,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01221,B035,1477.9,Oregon,Structural Member,Roof rafter,Known Treatment Recorded,Severely Degraded,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01222,B035,239.1,Unknown / Mixed,Cladding,Weatherboard,No Treatment Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01223,B035,190.5,Mixed Hardwood,Cladding,Weatherboard,No Treatment Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01224,B035,237.4,Oregon,Board,Sawn board,No Treatment Recorded,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01225,B035,437.7,Messmate,Flooring,Flooring strip,Adhesive / Composite Concern,Good,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01226,B035,509.4,Ironbark,Flooring,Decking board,Unknown,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01227,B035,477.7,Unknown / Mixed,Cladding,Fascia board,Unknown,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01228,B035,137.6,Radiata Pine,Flooring,Floor board,No Treatment Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01229,B035,3075.1,Sydney Blue Gum,Post,Fence post,Surface Coating Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01230,B035,1909.7,Oregon,Post,Fence post,Unknown,Fair,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01231,B035,310.6,Cypress Pine,Board,Sawn board,No Treatment Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01232,B035,196.8,Cypress Pine,Board,Sawn board,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01233,B035,546.5,Unknown / Mixed,Board,Formwork board,Known Treatment Recorded,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01234,B035,403.4,Unknown / Mixed,Board,Formwork board,Unknown,Fair,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01235,B035,509.7,Cypress Pine,Cladding,Fascia board,Conflicting Record,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01236,B035,5887.6,Oregon,Beam,Roof beam,No Treatment Recorded,Poor,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01237,B035,452.3,Ironbark,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01238,B035,576.2,Blackbutt,Flooring,Decking board,Known Treatment Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01239,B035,459.7,Cypress Pine,Cladding,Weatherboard,Surface Coating Recorded,Poor,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01240,B035,1841.7,Unknown / Mixed,Post,Verandah post,Adhesive / Composite Concern,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01241,B035,350.5,Unknown / Mixed,Cladding,Fascia board,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01242,B035,1802.7,Cypress Pine,Post,Structural post,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01243,B035,503.5,Unknown / Mixed,Flooring,Decking board,Known Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01244,B035,530.2,Unknown / Mixed,Flooring,Floor board,No Treatment Recorded,Fair,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01245,B035,666.8,Oregon,Board,Fence palings,Surface Coating Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01246,B035,3732.8,Oregon,Structural Member,Wall stud,No Treatment Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01247,B035,549.6,Oregon,Board,Fence palings,No Treatment Recorded,Fair,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01248,B035,192.2,Spotted Gum,Board,Fence palings,No Treatment Recorded,Poor,Critical Information Missing,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
